numero_questao,enunciado,alternativas,nu_param_B,gabarito,year
75,"Em certos locais, larvas de moscas, criadas em arroz cozido, são utilizadas como iscas para pesca. Alguns criadores, no entanto, acreditam que essas larvas surgem espontaneamente do arroz cozido, tal como preconizado pela teoria da geração espontânea. Essa teoria começou a ser refutada pelos cientistas ainda no século XVII, a partir dos estudos de Redi e Pasteur, que mostraram experimentalmente que","A: seres vivos podem ser criados em laboratório.; B: a vida se originou no planeta a partir de microrganismos.; C: o ser vivo é oriundo da reprodução de outro ser vivo pré-existente.; D: seres vermiformes e microrganismos são evolutivamente aparentados.; E: vermes e microrganismos são gerados pela matéria existente nos cadáveres e nos caldos nutritivos, respectivamente.",1.038,C,2012
76,"Os tubos de PVC, material organoclorado sintético, são normalmente utilizados como encanamento na construção civil. Ao final da sua vida útil, uma das formas de descarte desses tubos pode ser a incineração. Nesse processo libera-se HCℓ (g), cloreto de hidrogênio, dentre outras substâncias. Assim, é necessário um tratamento para evitar o problema da emissão desse poluente. Entre as alternativas possíveis para o tratamento, é apropriado canalizar e borbulhar os gases provenientes da incineração em",A: água dura.; B: água de cal.; C: água salobra.; D: água destilada.; E: água desmineralizada.,1.158,B,2012
77,"Um consumidor desconfia que a balança do supermercado não está aferindo corretamente a massa dos produtos. Ao chegar a casa resolve conferir se a balança estava descalibrada. Para isso, utiliza um recipiente provido de escala volumétrica, contendo 1,0 litro d’água. Ele coloca uma porção dos legumes que comprou dentro do recipiente e observa que a água atinge a marca de 1,5 litro e também que a porção não ficara totalmente submersa, com 1/3 de seu volume fora d’água. Para concluir o teste, o consumidor, com ajuda da internet, verifica que a densidade dos legumes, em questão, é a metade da densidade da água, onde, rágua = 1 g/cm3. No supermercado a balança registrou a massa da porção de legumes igual a 0,500 kg (meio quilograma). Considerando que o método adotado tenha boa precisão, o consumidor concluiu que a balança estava descalibrada e deveria ter registrado a massa da porção de legumes igual a","A: 0,073 kg.; B: 0,167 kg.; C: 0,250 kg.; D: 0,375 kg.; E: 0,750 kg.",1.592,D,2012
78,"Os freios ABS são uma importante medida de segurança no trânsito, os quais funcionam para impedir o travamento das rodas do carro quando o sistema de freios é acionado, liberando as rodas quando estão no limiar do deslizamento. Quando as rodas travam, a força de frenagem é governada pelo atrito cinético. As representações esquemáticas da força de atrito f at entre os pneus e a pista, em função da pressão p aplicada no pedal de freio, para carros sem ABS e com ABS, respectivamente, são:",A; B; C; D; E,1.583,A,2012
79,"O armazenamento de certas vitaminas no organismo apresenta grande dependência de sua solubilidade. Por exemplo, vitaminas hidrossolúveis devem ser incluídas na dieta diária, enquanto vitaminas lipossolúveis são armazenadas em quantidades suficientes para evitar doenças causadas pela sua carência. A seguir são apresentadas as estuturas químicas de cinco vitaminas necessárias ao organismo. Dentre as vitaminas apresentadas na figura, aquela que necessita de maior suplementação diária é",A: I.; B: II.; C: III.; D: IV.; E: V,1.225,C,2012
80,A condição física apresentada pelo personagem da tirinha é um fator de risco que pode desencadear doenças como,A: anemia.; B: beribéri.; C: diabetes.; D: escorbuto.; E: fenilcetonúria.,-0.14,C,2012
81,"Paleontólogos estudam fósseis e esqueletos de dinossauros para tentar explicar o desaparecimento desses animais. Esses estudos permitem afirmar que esses animais foram extintos há cerca de 65 milhões de anos. Uma teoria aceita atualmente é a de que um asteroide colidiu com a Terra, formando uma densa nuvem de poeira na atmosfera. De acordo com essa teoria, a extinção ocorreu em função de modificações no planeta que","A: desestabilizaram o relógio biológico dos animais, causando alterações no código genético.; B: reduziram a penetração da luz solar até a superfície da Terra, interferindo no fluxo energético das teias tróficas.; C: causaram uma série de intoxicações nos animais, provocando a bioacumulação de partículas de poeira nos organismos.; D: resultaram na sedimentação das partículas de poeira levantada com o impacto do meteoro, provocando o desaparecimento de rios e lagos.; E: evitaram a precipitação de água até a superfície da Terra, causando uma grande seca que impediu a retroalimentação do ciclo hidrológico.",0.775,B,2012
82,"O boato de que os lacres das latas de alumínio teriam um alto valor comercial levou muitas pessoas a juntarem esse material na expectativa de ganhar dinheiro com sua venda. As empresas fabricantes de alumínio esclarecem que isso não passa de uma “lenda urbana”, pois ao retirar o anel da lata, dificulta-se a reciclagem do alumínio. Como a liga do qual é feito o anel contém alto teor de magnésio, se ele não estiver junto com a lata, fica mais fácil ocorrer a oxidação do alumínio no forno. A tabela apresenta as semirreações e os valores de potencial padrão de redução de alguns metais: Com base no texto e na tabela, que metais poderiam entrar na composição do anel das latas com a mesma função do magnésio, ou seja, proteger o alumínio da oxidação nos fornos e não deixar diminuir o rendimento da sua reciclagem?","A: Somente o lítio, pois ele possui o menor potencial de redução.; B: Somente o cobre, pois ele possui o maior potencial de redução.; C: Somente o potássio, pois ele possui potencial de redução mais próximo do magnésio.; D: Somente o cobre e o zinco, pois eles sofrem oxidação mais facilmente que o alumínio.; E: Somente o lítio e o potássio, pois seus potenciais de redução são menores do que o do alumínio.",1.028,E,2012
83,"Aumentar a eficiência na queima de combustível dos motores a combustão e reduzir suas emissões de poluentes é a meta de qualquer fabricante de motores. É também o foco de uma pesquisa brasileira que envolve experimentos com plasma, o quarto estado da matéria e que está presente no processo de ignição. A interação da faísca emitida pela vela de ignição com as moléculas de combustível gera o plasma que provoca a explosão liberadora de energia que, por sua vez, faz o motor funcionar. No entanto, a busca da eficiência referenciada no texto apresenta como fator limitante","A: o tipo de combustível, fóssil, que utilizam. Sendo um insumo não renovável, em algum momento estará esgotado.; B: um dos princípios da termodinâmica, segundo o qual o rendimento de uma máquina térmica nunca atinge o ideal.; C: o funcionamento cíclico de todos os motores. A repetição contínua dos movimentos exige que parte da energia seja transferida ao próximo ciclo.; D: as forças de atrito inevitável entre as peças. Tais forças provocam desgastes contínuos que com o tempo levam qualquer material à fadiga e ruptura.; E: a temperatura em que eles trabalham. Para atingir o plasma, é necessária uma temperatura maior que a de fusão do aço com que se fazem os motores. ",1.521,B,2012
84,"A falta de conhecimento em relação ao que vem a ser um material radioativo e quais os efeitos, consequências e usos da irradiação pode gerar o medo e a tomada de decisões equivocadas, como a apresentada no exemplo a seguir. “Uma companhia aérea negou-se a transportar material médico por este portar um certificado de esterilização por irradiação.”. A decisão tomada pela companhia é equivocada, pois","A: o material é incapaz de acumular radiação, não se tornando radioativo por ter sido irradiado.; B: a utilização de uma embalagem é suficiente para bloquear a radiação emitida pelo material.; C: a contaminação radioativa do material não se prolifera da mesma forma que as infecções por microrganismos.; D: o material irradiado emite radiação de intensidade abaixo daquela que ofereceria risco à saúde.; E: o intervalo de tempo após a esterilização é suficiente para que o material não emita mais radiação. ",2.098,A,2012
85,"A imagem representa o processo de evolução das plantas e algumas de suas estruturas. Para o sucesso desse processo, a partir de um ancestral simples, os diferentes grupos vegetais desenvolveram estruturas adaptativas que lhes permitiram sobreviver em diferentes ambientes. Qual das estruturas adaptativas apresentadas contribuiu para uma maior diversidade genética?","A: As sementes aladas, que favorecem a dispersão aérea.; B: Os arquegônios, que protegem o embrião multicelular.; C: Os grãos de pólen, que garantem a polinização cruzada.; D: Os frutos, que promovem uma maior eficiência reprodutiva.; E: Os vasos condutores, que possibilitam o transporte da seiva bruta.",0.96,C,2012
86,"Osmose é um processo espontâneo que ocorre em todos os organismos vivos e é essencial à manutenção da vida. Uma solução 0,15 mol/L de NaCℓ (cloreto de sódio) possui a mesma pressão osmótica das soluções presentes nas células humanas. A imersão de uma célula humana em uma solução 0,20 mol/L de NaCℓ tem, como consequência, a",A: adsorção de íons Na+ sobre a superfície da célula.; B: difusão rápida de íons Na+ para o interior da célula.; C: diminuição da concentração das soluções presentes na célula.; D: transferência de íons Na+ da célula para a solução.; E: transferência de moléculas de água do interior da célula para a solução.,0.957,E,2012
87,"A doença de Chagas afeta mais de oito milhões de brasileiros, sendo comum em áreas rurais. É uma doença causada pelo protozoário Trypanosoma cruzi e transmitida por insetos conhecidos como barbeiros ou chupanças. Uma ação do homem sobre o meio ambiente que tem contribuído para o aumento dessa doença é",A: o consumo de carnes de animais silvestres que são hospedeiros do vetor da doença.; B: a utilização de adubos químicos na agricultura que aceleram o ciclo reprodutivo do barbeiro.; C: a ausência de saneamento básico que favorece a proliferação do protozoário em regiões habitadas por humanos.; D: a poluição dos rios e lagos com pesticidas que exterminam o predador das larvas do inseto transmissor da doença.; E: o desmatamento que provoca a migração ou o desaparecimento dos animais silvestres dos quais o barbeiro se alimenta.,1.598,E,2012
88,"Nossa pele possui células que reagem à incidência de luz ultravioleta e produzem uma substância chamada melanina, responsável pela pigmentação da pele. Pensando em se bronzear, uma garota vestiu um biquíni, acendeu a luz de seu quarto e deitou-se exatamente abaixo da lâmpada incandescente. Após várias horas ela percebeu que não conseguiu resultado algum. O bronzeamente não ocorreu porque a luz emitida pela lâmpada incandescente é de",A: baixa intensidade.; B: baixa frequência.; C: um espectro contínuo.; D: amplitude inadequada.; E: curto comprimento de onda.,1.465,B,2012
